Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
21,q,10,der,Acute erythroleukemia (FAB type M6),1112,,,2,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
21,q,10,der,Multiple myeloma,1702,,,3,,U
21,q,10,der,Adenocarcinoma,3111,Lung,107.0,2,,U
21,q,10,der,Squamous cell carcinoma,3121,Lung,107.0,3,,U
21,q,10,der,"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
21,q,10,der,Multiple myeloma,1702,,,3,,U
21,q,10,der,Squamous cell carcinoma,3121,Nasopharynx,103.0,3,,U
21,q,10,der,"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,10,der,"Acute myeloid leukemia, NOS",1101,,,4,,U
21,q,10,der,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
21,q,10,der,"Mature B-cell neoplasm, NOS",1801,,,2,,U
21,q,10,der,Chronic lymphocytic leukemia,1802,,,5,,U
21,q,10,der,"Acute myeloid leukemia, NOS",1101,,,5,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
21,q,10,der,Multiple myeloma,1702,,,2,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
21,p,10,der,Diffuse large B-cell lymphoma,1820,,,2,,U
21,q,10,der,"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,4,,U
21,q,10,der,Multiple myeloma,1702,,,4,,U
21,q,10,der,Chronic lymphocytic leukemia,1802,,,2,,U
21,q,10,i,Bilineage or biphenotypic leukemia,1020,,,2,,U
21,q,10,i,"Acute myeloid leukemia, NOS",1101,,,49,,U
21,q,10,i,Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
21,q,10,i,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,5,,U
21,q,10,i,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,7,,U
21,q,10,i,Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
21,q,10,i,Acute myelomonocytic leukemia (FAB type M4),1107,,,10,,U
21,q,10,i,Acute erythroleukemia (FAB type M6),1112,,,7,,U
21,q,10,i,Acute megakaryoblastic leukemia (FAB type M7),1113,,,6,,U
21,q,10,i,"Myelodysplastic syndrome, NOS",1501,,,10,,U
21,q,10,i,Refractory anemia,1505,,,2,,U
21,q,10,i,Refractory anemia with excess of blasts (FAB),1509,,,4,,U
21,q,10,i,Refractory anemia with excess blasts-1,1519,,,2,,U
21,q,10,i,Refractory anemia with excess blasts-2,1521,,,3,,U
21,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,70,,U
21,q,10,i,Multiple myeloma,1702,,,11,,U
21,q,10,i,"Mature B-cell neoplasm, NOS",1801,,,2,,U
21,q,10,i,Chronic lymphocytic leukemia,1802,,,3,,U
21,q,10,i,Mantle cell lymphoma,1808,,,3,,U
21,q,10,i,Follicular lymphoma,1810,,,2,,U
21,q,10,i,Diffuse large B-cell lymphoma,1820,,,11,,U
21,q,10,i,"Peripheral T-cell lymphoma, unspecified",1908,,,2,,U
21,q,10,i,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,4,,U
21,q,10,i,"Hodgkin disease, NOS",2001,,,2,,U
21,q,10,i,"Hodgkin disease, mixed cellularity",2003,,,2,,U
21,q,10,i,"Hodgkin disease, nodular sclerosis",2005,,,3,,U
21,q,10,i,"Undifferentiated carcinoma, large cell",3104,Lung,107.0,2,,U
21,q,10,i,Adenocarcinoma,3111,Pancreas,218.0,4,,U
21,q,10,i,Adenocarcinoma,3111,Gallbladder/Biliary system,222.0,3,,U
21,q,10,i,Adenocarcinoma,3111,Breast,401.0,6,,U
21,q,10,i,Adenocarcinoma,3111,Ovary,501.0,5,,U
21,q,10,i,Squamous cell carcinoma,3121,Lung,107.0,2,,U
21,q,10,i,Squamous cell carcinoma,3121,Oral cavity,203.0,2,,U
21,q,10,i,Squamous cell carcinoma,3121,Tongue,208.0,4,,U
21,q,10,i,Retinoblastoma,5211,Eye,810.0,2,,U
21,q,10,i,Malignant melanoma,6011,Eye,810.0,2,,U
21,q,10,i,Embryonal rhabdomyosarcoma,8319,Soft tissue,902.0,2,,U
21,q,10,i,Undifferentiated pleomorphic sarcoma,8541,Soft tissue,902.0,2,,U
21,q,10,i,"Osteosarcoma, NOS",8710,Skeleton,901.0,2,,U
21,q,10,i,Mesothelioma,8810,Pleura,109.0,3,,U
21,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
21,q,10,ider,"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
21,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
21,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
21,q,10,ider,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,4,,U
22,q,10,der,Multiple myeloma,1702,,,7,,U
22,q,10,der,Adenocarcinoma,3111,Breast,401.0,2,,U
22,q,10,der,Adenocarcinoma,3111,Breast,401.0,3,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der,Squamous cell carcinoma,3121,Oral cavity,203.0,3,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,10,der,Multiple myeloma,1702,,,2,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,10,der,Multiple myeloma,1702,,,2,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,4,,U
22,q,10,der,Burkitt lymphoma/leukemia,1822,,,2,,U
22,q,10,der,Adenocarcinoma,3111,Large intestine,227.0,2,,U
22,q,10,der,Squamous cell carcinoma,3121,Larynx,105.0,2,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der,Multiple myeloma,1702,,,2,,U
22,q,10,der,Squamous cell carcinoma,3121,Oro- and hypopharynx,212.0,2,,U
22,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
22,q,10,der,Squamous cell carcinoma,3121,Oral cavity,203.0,2,,U
22,q,10,der,Meningioma,8804,Brain,801.0,2,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,4,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,10,der,Diffuse large B-cell lymphoma,1820,,,2,,U
22,q,10,der,"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,4,,U
22,q,10,der,Multiple myeloma,1702,,,4,,U
22,q,10,der,Chronic lymphocytic leukemia,1802,,,2,,U
22,q,10,dic,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
22,q,10,i,"Acute myeloid leukemia, NOS",1101,,,19,,U
22,q,10,i,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
22,q,10,i,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,6,,U
22,q,10,i,Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
22,q,10,i,Acute erythroleukemia (FAB type M6),1112,,,2,,U
22,q,10,i,"Chronic myeloid leukemia, t(9;22)",1202,,,2,,U
22,q,10,i,"Myelodysplastic syndrome, NOS",1501,,,3,,U
22,q,10,i,Refractory anemia with excess of blasts (FAB),1509,,,4,,U
22,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
22,q,10,i,Chronic lymphocytic leukemia,1802,,,6,,U
22,q,10,i,"Hodgkin disease, nodular sclerosis",2005,,,2,,U
22,q,10,i,Adenocarcinoma,3111,Breast,401.0,2,,U
22,q,10,i,Adenocarcinoma,3111,Ovary,501.0,2,,U
22,q,10,i,Squamous cell carcinoma,3121,Larynx,105.0,2,,U
22,q,10,i,Combined germ cell tumors,3905,Testis,601.0,2,,U
22,q,10,ider,"Chronic myeloid leukemia, t(9;22)",1202,,,2,,U
22,q,10,ider,"Chronic myeloid leukemia, t(9;22)",1202,,,43,,U
22,q,10,ider,"Chronic myeloid leukemia, aberrant translocation",1203,,,2,,U
22,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
Y,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,7,,B
Y,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,7,IGH::CRLF2,B
Y,q,11,del,"Myelodysplastic syndrome, NOS",1501,,,2,,U
Y,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
Y,q,11,idic,"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,11,t,Malignant melanoma,6011,Skin,1101.0,2,,B
1,p,11,t,"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,11,t,Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
1,p,11,t,Refractory anemia,1505,,,2,,B
1,p,11,t,Meningioma,8804,Brain,801.0,2,,B
1,p,11,t,Multiple myeloma,1702,,,4,,B
1,p,11,t,"Anaplastic large cell lymphoma, systemic type",1922,,,2,,B
1,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,B
1,p,11,t,Multiple myeloma,1702,,,2,,B
1,p,11,add,"Acute myeloid leukemia, NOS",1101,,,4,,U
1,p,11,add,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
1,p,11,add,Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
1,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,5,,U
1,p,11,add,Refractory anemia with excess of blasts (FAB),1509,,,2,,U
1,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
1,p,11,add,Multiple myeloma,1702,,,30,,U
1,p,11,add,Plasma cell leukemia,1708,,,3,,U
1,p,11,add,"Mature B-cell neoplasm, NOS",1801,,,5,,U
1,p,11,add,Follicular lymphoma,1810,,,8,,U
1,p,11,add,Diffuse large B-cell lymphoma,1820,,,8,,U
1,p,11,add,Burkitt lymphoma/leukemia,1822,,,2,,U
1,p,11,add,Mycosis fungoides/Sézary syndrome,1906,,,4,,U
1,p,11,add,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,2,,U
1,p,11,add,"Carcinoma, NOS",3102,Oesophagus,214.0,2,,U
1,p,11,add,Undifferentiated carcinoma,3103,Lung,107.0,2,,U
1,p,11,add,"Undifferentiated carcinoma, large cell",3104,Lung,107.0,3,,U
1,p,11,add,Adenocarcinoma,3111,Lung,107.0,8,,U
1,p,11,add,Adenocarcinoma,3111,Oesophagus,214.0,2,,U
1,p,11,add,Adenocarcinoma,3111,Pancreas,218.0,3,,U
1,p,11,add,Adenocarcinoma,3111,Large intestine,227.0,6,,U
1,p,11,add,Adenocarcinoma,3111,Kidney,301.0,2,,U
1,p,11,add,Adenocarcinoma,3111,Breast,401.0,24,,U
1,p,11,add,Adenocarcinoma,3111,Ovary,501.0,4,,U
1,p,11,add,Adenosquamous carcinoma,3119,Lung,107.0,3,,U
1,p,11,add,Squamous cell carcinoma,3121,Larynx,105.0,5,,U
1,p,11,add,Squamous cell carcinoma,3121,Lung,107.0,4,,U
1,p,11,add,Squamous cell carcinoma,3121,Oral cavity,203.0,6,,U
1,p,11,add,Squamous cell carcinoma,3121,Tongue,208.0,4,,U
1,p,11,add,Squamous cell carcinoma,3121,Oro- and hypopharynx,212.0,3,,U
1,p,11,add,Seminoma/Dysgerminoma,3902,Testis,601.0,4,,U
1,p,11,add,Teratoma (mature and immature),3903,Testis,601.0,5,,U
1,p,11,add,Combined germ cell tumors,3905,Testis,601.0,2,,U
1,p,11,add,Myxoinflammatory fibroblastic sarcoma,8136,Soft tissue,902.0,2,,U
1,p,11,add,Myxofibrosarcoma,8137,Soft tissue,902.0,3,,U
1,p,11,add,Diffuse-type giant cell tumor,8207,Soft tissue,902.0,2,,U
1,p,11,add,Malignant peripheral nerve sheath tumor/Triton,8516,Soft tissue,902.0,4,,U
1,p,11,add,Undifferentiated pleomorphic sarcoma,8541,Soft tissue,902.0,4,,U
1,p,11,add,"Chondrosarcoma, NOS",8622,Skeleton,901.0,2,,U
1,p,11,add,"Osteosarcoma, NOS",8710,Skeleton,901.0,3,,U
1,p,11,add,Chordoma,8743,Skeleton,901.0,2,,U
1,p,11,add,Meningioma,8804,Brain,801.0,2,,U
1,p,11,add,Mesothelioma,8810,Pleura,109.0,5,,U
1,q,11,add,Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
1,q,11,add,"Chronic myeloid leukemia, t(9;22)",1202,,,2,,U
1,q,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
1,q,11,add,Multiple myeloma,1702,,,8,,U
1,q,11,add,Chronic lymphocytic leukemia,1802,,,2,,U
1,q,11,add,Diffuse large B-cell lymphoma,1820,,,6,,U
1,q,11,add,Mycosis fungoides/Sézary syndrome,1906,,,2,,U
1,q,11,add,"Peripheral T-cell lymphoma, unspecified",1908,,,2,,U
1,q,11,add,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,2,,U
1,q,11,add,Adenocarcinoma,3111,Liver,220.0,2,,U
1,q,11,add,Adenocarcinoma,3111,Breast,401.0,4,,U
1,q,11,add,Adenocarcinoma,3111,Ovary,501.0,2,,U
1,q,11,add,Adenosquamous carcinoma,3119,Lung,107.0,2,,U
1,q,11,add,Squamous cell carcinoma,3121,Lung,107.0,2,,U
1,q,11,add,Squamous cell carcinoma,3121,Oral cavity,203.0,2,,U
1,q,11,add,Squamous cell carcinoma,3121,Tongue,208.0,4,,U
1,q,11,add,Squamous cell carcinoma,3121,Oro- and hypopharynx,212.0,2,,U
1,q,11,add,Seminoma/Dysgerminoma,3902,Testis,601.0,2,,U
1,q,11,add,Teratoma (mature and immature),3903,Testis,601.0,3,,U
1,q,11,add,Combined germ cell tumors,3905,Testis,601.0,2,,U
1,q,11,add,"Astrocytoma, grade III-IV/Glioblastoma",5104,Brain,801.0,2,,U
1,q,11,add,Malignant melanoma,6011,Unknown site,1410.0,5,,U
1,q,11,add,Pleomorphic rhabdomyosarcoma,8325,Soft tissue,902.0,3,,U
1,q,11,add,Malignant peripheral nerve sheath tumor/Triton,8516,Soft tissue,902.0,3,,U
1,q,11,add,Undifferentiated pleomorphic sarcoma,8541,Soft tissue,902.0,4,,U
1,q,11,add,"Osteosarcoma, NOS",8710,Skeleton,901.0,2,,U
1,p,11,del,"Acute myeloid leukemia, NOS",1101,,,6,,U
1,p,11,del,Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
1,p,11,del,"Chronic myeloid leukemia, t(9;22)",1202,,,3,,U
1,p,11,del,Polycythemia vera,1402,,,2,,U
1,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
1,p,11,del,Multiple myeloma,1702,,,13,,U
1,p,11,del,Diffuse large B-cell lymphoma,1820,,,8,,U
1,p,11,del,Adenocarcinoma,3111,Liver,220.0,2,,U
1,p,11,del,Adenocarcinoma,3111,Large intestine,227.0,3,,U
1,p,11,del,Adenocarcinoma,3111,Kidney,301.0,3,,U
1,p,11,del,Adenocarcinoma,3111,Breast,401.0,2,,U
1,p,11,del,Adenocarcinoma,3111,Ovary,501.0,3,,U
1,p,11,del,Adenosquamous carcinoma,3119,Lung,107.0,2,,U
1,p,11,del,Transitional cell carcinoma,3131,Bladder,305.0,3,,U
1,p,11,del,Seminoma/Dysgerminoma,3902,Testis,601.0,3,,U
1,p,11,del,Teratoma (mature and immature),3903,Testis,601.0,3,,U
1,p,11,del,"Astrocytoma, grade III-IV/Glioblastoma",5104,Brain,801.0,3,,U
1,p,11,del,Malignant melanoma,6011,Skin,1101.0,3,,U
1,p,11,del,Myxofibrosarcoma,8137,Soft tissue,902.0,2,,U
1,p,11,del,Leiomyosarcoma,8310,Soft tissue,902.0,3,,U
1,p,11,del,Undifferentiated pleomorphic sarcoma,8541,Soft tissue,902.0,2,,U
1,p,11,del,"Osteosarcoma, NOS",8710,Skeleton,901.0,2,,U
1,p,11,del,Meningioma,8804,Brain,801.0,2,,U
1,p,11,del,Gastrointestinal stromal tumor,8816,Stomach,216.0,2,,U
1,p,11,del,Multiple myeloma,1702,,,3,,U
1,p,11,del,Multiple myeloma,1702,,,15,,U
1,p,11,del,Mantle cell lymphoma,1808,,,2,,U
1,p,11,del,Multiple myeloma,1702,,,12,,U
1,p,11,del,Mantle cell lymphoma,1808,,,2,,U
1,p,11,del,Multiple myeloma,1702,,,2,,U
1,p,11,del,Multiple myeloma,1702,,,3,,U
1,p,11,del,Multiple myeloma,1702,,,2,,U
1,q,11,del,"Acute myeloid leukemia, NOS",1101,,,4,,U
1,q,11,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
1,q,11,del,Acute erythroleukemia (FAB type M6),1112,,,2,,U
1,q,11,del,"Chronic myeloid leukemia, t(9;22)",1202,,,3,,U
1,q,11,del,Refractory anemia with excess of blasts (FAB),1509,,,2,,U
1,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,5,,U
1,q,11,del,Multiple myeloma,1702,,,8,,U
1,q,11,del,Follicular lymphoma,1810,,,2,,U
1,q,11,del,Diffuse large B-cell lymphoma,1820,,,7,,U
1,q,11,del,Burkitt lymphoma/leukemia,1822,,,4,,U
1,q,11,del,Mycosis fungoides/Sézary syndrome,1906,,,2,,U
1,q,11,del,Metaplastic carcinoma,3107,"Uterus, corpus",505.0,2,,U
1,q,11,del,Adenocarcinoma,3111,Lung,107.0,2,,U
1,q,11,del,Adenocarcinoma,3111,Pancreas,218.0,3,,U
1,q,11,del,Adenocarcinoma,3111,Large intestine,227.0,6,,U
1,q,11,del,Adenocarcinoma,3111,Kidney,301.0,3,,U
1,q,11,del,Adenocarcinoma,3111,Breast,401.0,12,,U
1,q,11,del,Adenocarcinoma,3111,Ovary,501.0,3,,U
1,q,11,del,Squamous cell carcinoma,3121,Larynx,105.0,3,,U
1,q,11,del,Squamous cell carcinoma,3121,Lung,107.0,2,,U
1,q,11,del,Squamous cell carcinoma,3121,Oral cavity,203.0,2,,U
1,q,11,del,Squamous cell carcinoma,3121,Tongue,208.0,3,,U
1,q,11,del,Squamous cell carcinoma,3121,Oro- and hypopharynx,212.0,2,,U
1,q,11,del,Teratoma (mature and immature),3903,Testis,601.0,2,,U
1,q,11,del,"Astrocytoma, grade III-IV/Glioblastoma",5104,Brain,801.0,3,,U
1,q,11,del,Malignant melanoma,6011,Skin,1101.0,3,,U
1,q,11,del,Myxofibrosarcoma,8137,Soft tissue,902.0,4,,U
1,q,11,del,"Myogenic sarcoma, NOS",8307,Soft tissue,902.0,2,,U
1,q,11,del,Leiomyosarcoma,8310,Soft tissue,902.0,8,,U
1,q,11,del,Undifferentiated pleomorphic sarcoma,8541,Soft tissue,902.0,13,,U
1,q,11,del,"Osteosarcoma, NOS",8710,Skeleton,901.0,12,,U
1,q,11,del,Meningioma,8804,Brain,801.0,2,,U
1,q,11,del,Mesothelioma,8810,Pleura,109.0,2,,U
1,q,11,del,Endometrial stromal sarcoma,8813,"Uterus, corpus",505.0,2,,U
1,q,11,der,Follicular lymphoma,1810,,,5,,U
1,q,11,der,Wilms tumor,3135,Kidney,301.0,2,,U
1,p,11,der,Metaplastic carcinoma,3107,"Uterus, corpus",505.0,2,,U
1,p,11,der,"Acute myeloid leukemia, NOS",1101,,,8,,U
1,p,11,der,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
1,p,11,der,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
1,p,11,der,Acute myelomonocytic leukemia (FAB type M4),1107,,,7,,U
1,p,11,der,Chronic myelomonocytic leukemia,1302,,,3,,U
1,p,11,der,"Chronic myeloproliferative disorder, NOS",1401,,,2,,U
1,p,11,der,Polycythemia vera,1402,,,3,,U
1,p,11,der,Idiopathic myelofibrosis,1403,,,5,,U
1,p,11,der,Essential thrombocythemia,1404,,,2,,U
1,p,11,der,"Myelodysplastic syndrome, NOS",1501,,,17,,U
1,p,11,der,Refractory anemia,1505,,,15,,U
1,p,11,der,Refractory anemia with ringed sideroblasts,1507,,,3,,U
1,p,11,der,Refractory anemia with excess of blasts (FAB),1509,,,5,,U
1,p,11,der,Refractory anemia with excess blasts-1,1519,,,2,,U
1,p,11,der,Multiple myeloma,1702,,,2,,U
1,p,11,der,Meningioma,8804,Brain,801.0,2,,U
1,p,11,der,"Liposarcoma, myxoid/round cell",8034,Soft tissue,902.0,3,,U
1,p,11,der,Teratoma (mature and immature),3903,Testis,601.0,3,,U
1,p,11,der,Meningioma,8804,Brain,801.0,2,,U
1,p,11,der,Multiple myeloma,1702,,,2,,U
1,p,11,der,"Liposarcoma, myxoid/round cell",8034,Soft tissue,902.0,3,,U
1,p,11,der,"Chronic myeloid leukemia, t(9;22)",1202,,,4,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,p,11,der,Meningioma,8804,Brain,801.0,6,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,3,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Oncocytoma,3031,Kidney,301.0,2,,U
1,q,11,der,Malignant melanoma,6011,Unknown site,1410.0,2,,U
1,q,11,der,Meningioma,8804,Brain,801.0,5,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,6,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,7,,U
1,q,11,der,Malignant melanoma,6011,Eye,810.0,2,,U
1,q,11,der,Polycythemia vera,1402,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Refractory anemia,1505,,,2,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,4,,U
1,q,11,der,Follicular lymphoma,1810,,,2,,U
1,q,11,der,Malignant melanoma,6011,Eye,810.0,2,,U
1,q,11,der,Multiple myeloma,1702,,,4,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Ewing sarcoma,8740,Skeleton,901.0,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,p,11,der,"Chronic myeloid leukemia, t(9;22)",1202,,,2,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,U
1,q,11,der,Multiple myeloma,1702,,,3,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Acute erythroleukemia (FAB type M6),1112,,,2,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,3,,U
1,q,11,der,Meningioma,8804,Brain,801.0,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,6,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,2,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
1,q,11,der,Multiple myeloma,1702,,,5,,U
1,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,4,,U
1,q,11,der,Multiple myeloma,1702,,,4,,U
1,p,11,dic,"Myelodysplastic syndrome, NOS",1501,,,3,,U
1,p,11,dic,Refractory anemia,1505,,,3,,U
1,p,11,dic,Refractory anemia with excess of blasts (FAB),1509,,,2,,U
1,p,11,dup,"Astrocytoma, grade III-IV/Glioblastoma",5104,Brain,801.0,2,,U
1,q,11,dup,"Chronic myeloid leukemia, t(9;22)",1202,,,4,,U
1,q,11,dup,Multiple myeloma,1702,,,2,,U
1,q,11,dup,Multiple myeloma,1702,,,2,,U
1,q,11,dup,"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,11,dup,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,6,,U
1,q,11,dup,Multiple myeloma,1702,,,3,,U
1,q,11,dup,Diffuse large B-cell lymphoma,1820,,,2,,U
1,q,11,dup,Burkitt lymphoma/leukemia,1822,,,4,,U
1,q,11,i,"Acute myeloid leukemia, NOS",1101,,,2,,U
2,p,11,inv,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,B
2,q,11,inv,Adenocarcinoma,3111,Kidney,301.0,2,,B
2,p,11,t,"Mature B-cell neoplasm, NOS",1801,,,2,IGK::BCL6,B
2,p,11,t,Follicular lymphoma,1810,,,4,"BCL6+,IGK::BCL6",B
2,p,11,t,Diffuse large B-cell lymphoma,1820,,,3,,B
2,p,11,t,Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,B
2,p,11,t,Splenic marginal zone B-cell lymphoma,1816,,,8,IGK::CDK6,B
2,p,11,t,"Mature B-cell neoplasm, NOS",1801,,,5,,B
2,p,11,t,Chronic lymphocytic leukemia,1802,,,4,,B
2,p,11,t,Splenic marginal zone B-cell lymphoma,1816,,,2,,B
2,p,11,t,Multiple myeloma,1702,,,7,"IGK::RPL8,IGK::TRIB1",B
2,p,11,t,"Mature B-cell neoplasm, NOS",1801,,,8,MYC+,B
2,p,11,t,Diffuse large B-cell lymphoma,1820,,,2,IGK::MYC,B
2,p,11,t,Burkitt lymphoma/leukemia,1822,,,10,IGK::MYC,B
2,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,ABL1+,B
2,p,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,3,,B
2,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,6,"BCR::ABL1,BCR+",B
2,p,11,t,"Mature B-cell neoplasm, NOS",1801,,,3,IGK::CCND1,B
2,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,B
2,q,11,t,"Chronic myeloid leukemia, t(9;22)",1202,,,2,,B
2,q,11,t,Ewing sarcoma,8740,Skeleton,901.0,2,,B
2,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,B
2,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,IGK::ETV6,B
2,q,11,t,Atypical lipomatous tumor/atypical lipoma/well-differentiated liposarcoma,8028,Soft tissue,902.0,2,,B
2,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,3,,B
2,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,14,,B
2,p,11,t,Chronic lymphocytic leukemia,1802,,,4,,B
