Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
17,p,11,add,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,20,,U
17,p,11,add,Acute megakaryoblastic leukemia (FAB type M7),1113,,,9,,U
17,p,11,add,"Chronic myeloid leukemia, t(9;22)",1202,,,10,,U
17,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,26,,U
17,p,11,add,Refractory anemia with excess of blasts (FAB),1509,,,11,,U
17,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,34,,U
17,p,11,add,Multiple myeloma,1702,,,32,,U
17,p,11,add,"Mature B-cell neoplasm, NOS",1801,,,10,,U
17,p,11,add,Chronic lymphocytic leukemia,1802,,,30,,U
17,p,11,add,Follicular lymphoma,1810,,,9,,U
17,p,11,add,Diffuse large B-cell lymphoma,1820,,,36,,U
17,p,11,add,Adenocarcinoma,3111,Lung,107.0,9,,U
17,p,11,add,Adenocarcinoma,3111,Pancreas,218.0,8,,U
17,p,11,add,Adenocarcinoma,3111,Large intestine,227.0,11,,U
17,p,11,add,Adenocarcinoma,3111,Breast,401.0,15,,U
17,p,11,add,Squamous cell carcinoma,3121,Lung,107.0,8,,U
17,p,11,del,"Acute myeloid leukemia, NOS",1101,,,29,,U
17,p,11,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,14,,U
17,p,11,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
17,p,11,del,"Chronic myeloid leukemia, t(9;22)",1202,,,8,,U
17,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,58,,U
17,p,11,del,Multiple myeloma,1702,,,28,,U
17,p,11,del,Chronic lymphocytic leukemia,1802,,,26,,U
17,p,11,del,Mantle cell lymphoma,1808,,,9,,U
17,p,11,del,Follicular lymphoma,1810,,,17,,U
17,p,11,del,Diffuse large B-cell lymphoma,1820,,,30,,U
17,p,11,del,Burkitt lymphoma/leukemia,1822,,,11,,U
17,p,11,del,Adenocarcinoma,3111,Lung,107.0,10,,U
17,p,11,del,Adenocarcinoma,3111,Large intestine,227.0,11,,U
17,p,11,del,Adenocarcinoma,3111,Breast,401.0,8,,U
17,p,11,del,"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,11,der,"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,11,dic,"Acute myeloid leukemia, NOS",1101,,,15,,U
17,p,11,dic,Chronic lymphocytic leukemia,1802,,,10,,U
17,p,11,idic,"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,11,idic,"Chronic myeloid leukemia, t(9;22)",1202,,,22,,U
17,p,11,idic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
18,q,11,t,Synovial sarcoma,8522,Soft tissue,902.0,141,"SS18::SSX1,SS18::SSX2,SS18::SSX4",B
18,p,11,add,"Acute myeloid leukemia, NOS",1101,,,25,,U
18,p,11,add,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,11,,U
18,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,9,,U
18,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
18,p,11,add,Multiple myeloma,1702,,,14,,U
18,p,11,add,Chronic lymphocytic leukemia,1802,,,14,,U
18,p,11,add,Diffuse large B-cell lymphoma,1820,,,16,,U
18,p,11,add,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,13,,U
18,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
18,q,11,der,Synovial sarcoma,8522,Soft tissue,902.0,8,,U
18,q,11,der,Synovial sarcoma,8522,Soft tissue,902.0,17,,U
18,p,11,dic,Chronic lymphocytic leukemia,1802,,,10,,U
20,q,11,add,"Acute myeloid leukemia, NOS",1101,,,11,,U
20,q,11,del,"Acute myeloid leukemia, NOS",1101,,,68,,U
20,q,11,del,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,13,,U
20,q,11,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,16,,U
20,q,11,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
20,q,11,del,Acute erythroleukemia (FAB type M6),1112,,,12,,U
20,q,11,del,"Chronic myeloid leukemia, t(9;22)",1202,,,15,,U
20,q,11,del,Chronic myelomonocytic leukemia,1302,,,8,,U
20,q,11,del,Polycythemia vera,1402,,,59,,U
20,q,11,del,Idiopathic myelofibrosis,1403,,,33,,U
20,q,11,del,"Myelodysplastic syndrome, NOS",1501,,,52,,U
20,q,11,del,Refractory anemia,1505,,,52,,U
20,q,11,del,Refractory anemia with ringed sideroblasts,1507,,,12,,U
20,q,11,del,Refractory anemia with excess of blasts (FAB),1509,,,30,,U
20,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,24,,U
20,q,11,del,Multiple myeloma,1702,,,37,,U
20,q,11,del,Nonneoplastic hematologic disorder/lesion,9029,,,8,,U
20,q,11,del,"Acute myeloid leukemia, NOS",1101,,,107,,U
20,q,11,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,8,,U
20,q,11,del,"Chronic myeloid leukemia, t(9;22)",1202,,,25,,U
20,q,11,del,Chronic myelomonocytic leukemia,1302,,,11,,U
20,q,11,del,Polycythemia vera,1402,,,26,,U
20,q,11,del,Idiopathic myelofibrosis,1403,,,8,,U
20,q,11,del,Essential thrombocythemia,1404,,,9,,U
20,q,11,del,"Myelodysplastic syndrome, NOS",1501,,,52,,U
20,q,11,del,Refractory anemia,1505,,,18,,U
20,q,11,del,Refractory anemia with ringed sideroblasts,1507,,,14,,U
20,q,11,del,Refractory anemia with excess of blasts (FAB),1509,,,20,,U
20,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,18,,U
20,q,11,del,Multiple myeloma,1702,,,8,,U
20,q,11,del,Nonneoplastic hematologic disorder/lesion,9029,,,15,,U
20,q,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,61,,U
20,q,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,18,,U
20,q,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,72,"PAX5::ASXL1,PAX5::KIF3B,PAX5::NOL4L,ZCCHC7+",U
21,p,11,add,"Acute myeloid leukemia, NOS",1101,,,38,,U
21,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,9,,U
21,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,32,,U
21,p,11,add,Multiple myeloma,1702,,,16,,U
21,p,11,add,Diffuse large B-cell lymphoma,1820,,,14,,U
21,p,11,add,Adenocarcinoma,3111,Pancreas,218.0,9,,U
21,p,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
21,q,11,dup,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
21,p,11,idic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
22,q,11,ins,"Chronic myeloid leukemia, aberrant translocation",1203,,,14,BCR::ABL1,B
22,q,11,ins,"Chronic myeloid leukemia, aberrant translocation",1203,,,14,BCR::ABL1,B
22,q,11,ins,"Chronic myeloid leukemia, aberrant translocation",1203,,,15,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,29,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,11,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,16,BCR::ABL1,B
22,q,11,t,"Mature B-cell neoplasm, NOS",1801,,,10,"IGL::BCL6,IGL+",B
22,q,11,t,Follicular lymphoma,1810,,,11,"BCL6+,IGL::BCL6",B
22,q,11,t,Diffuse large B-cell lymphoma,1820,,,25,"BCL6+,IGL::BCL6",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,11,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,16,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,8,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,8,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,BCR::ABL1,B
22,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,"BCR::FGFR1,FGFR1::BCR",B
22,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,55,,B
22,q,11,t,Multiple myeloma,1702,,,36,"IGL::MYC,MYC+",B
22,q,11,t,"Mature B-cell neoplasm, NOS",1801,,,27,MYC+,B
22,q,11,t,Chronic lymphocytic leukemia,1802,,,13,MYC+,B
22,q,11,t,Diffuse large B-cell lymphoma,1820,,,29,IGL::MYC,B
22,q,11,t,Burkitt lymphoma/leukemia,1822,,,88,"IGL::MYC,IGL+,MYC+",B
22,q,11,t,Bilineage or biphenotypic leukemia,1020,,,103,BCR::ABL1,B
22,q,11,t,"Acute myeloid leukemia, NOS",1101,,,117,"BCR::ABL1,BCR+",B
22,q,11,t,Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,14,BCR::ABL1,B
22,q,11,t,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,52,"BCR::ABL1,BCR+",B
22,q,11,t,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,60,"BCR::ABL1,BCR+",B
22,q,11,t,Acute myelomonocytic leukemia (FAB type M4),1107,,,34,"ABL1+,BCR::ABL1,BCR+",B
22,q,11,t,Acute erythroleukemia (FAB type M6),1112,,,10,BCR::ABL1,B
22,q,11,t,Acute megakaryoblastic leukemia (FAB type M7),1113,,,21,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, t(9;22)",1202,,,2463,"ABL1+,BCR::ABL1,BCR+,NUP214::XKR3",B
22,q,11,t,"Myelodysplastic syndrome, NOS",1501,,,9,BCR::ABL1,B
22,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,1085,"BCR::ABL1,BCR+,PRRC2B::BCR",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,21,"BCR::ABL1,BCR+,GSTP1+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,14,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,12,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,8,"BCR::ABL1,BCR+",B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,8,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,8,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,12,BCR::ABL1,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,12,BCR::ABL1,B
22,q,11,t,Ewing sarcoma,8740,Skeleton,901.0,8,,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,,B
22,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,B
22,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,10,BCR+,B
22,q,11,t,Chronic lymphocytic leukemia,1802,,,32,IGL::BCL2,B
22,p,11,add,"Acute myeloid leukemia, NOS",1101,,,17,,U
22,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
22,p,11,add,Multiple myeloma,1702,,,14,,U
22,p,11,add,Diffuse large B-cell lymphoma,1820,,,8,,U
22,q,11,add,Multiple myeloma,1702,,,9,,U
22,q,11,del,"Acute myeloid leukemia, NOS",1101,,,16,,U
22,q,11,del,"Chronic myeloid leukemia, aberrant translocation",1203,,,16,BCR+,U
22,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,33,BCR+,U
22,q,11,del,Multiple myeloma,1702,,,26,,U
22,q,11,del,Diffuse large B-cell lymphoma,1820,,,9,,U
22,q,11,del,Meningioma,8804,Brain,801.0,11,,U
22,q,11,der,"Chronic myeloid leukemia, t(9;22)",1202,,,9,,U
22,q,11,der,"Chronic myeloid leukemia, t(9;22)",1202,,,76,,U
22,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,17,,U
22,q,11,der,"Acute myeloid leukemia, NOS",1101,,,8,,U
22,q,11,der,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,11,,U
22,q,11,der,"Chronic myeloid leukemia, t(9;22)",1202,,,661,,U
22,q,11,der,"Chronic myeloid leukemia, aberrant translocation",1203,,,64,,U
22,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,289,BCR::RALGPS1::ABL1,U
22,q,11,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
22,q,11,ider,"Chronic myeloid leukemia, t(9;22)",1202,,,43,,U
22,p,11,idic,"Acute myeloid leukemia, NOS",1101,,,8,,U
1,p,12,del,Multiple myeloma,1702,,,12,,U
1,p,12,del,Multiple myeloma,1702,,,12,,U
1,q,12,del,Adenocarcinoma,3111,Breast,401.0,12,,U
1,q,12,der,Multiple myeloma,1702,,,14,,U
1,q,12,der,Ewing sarcoma,8740,Skeleton,901.0,10,,U
1,q,12,dup,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,11,,U
2,p,12,t,Follicular lymphoma,1810,,,8,,B
2,p,12,t,Diffuse large B-cell lymphoma,1820,,,8,MYC+,B
2,p,12,t,Burkitt lymphoma/leukemia,1822,,,22,MYC+,B
3,p,12,del,Adenocarcinoma,3111,Kidney,301.0,17,,U
3,p,12,del,Adenocarcinoma,3111,Breast,401.0,14,,U
3,p,12,del,Adenocarcinoma,3111,Breast,401.0,13,,U
3,q,12,del,"Acute myeloid leukemia, NOS",1101,,,9,,U
4,q,12,t,"Acute myeloid leukemia, NOS",1101,,,15,ETV6::CHIC2,B
5,q,12,add,"Acute myeloid leukemia, NOS",1101,,,9,,U
5,q,12,del,"Acute myeloid leukemia, NOS",1101,,,9,,U
5,q,12,del,"Acute myeloid leukemia, NOS",1101,,,27,,U
5,q,12,del,Refractory anemia with excess of blasts (FAB),1509,,,8,,U
5,q,12,del,"Acute myeloid leukemia, NOS",1101,,,13,,U
5,q,12,del,"Acute myeloid leukemia, NOS",1101,,,8,,U
6,q,12,add,Multiple myeloma,1702,,,8,,U
6,q,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,12,,U
6,q,12,del,Diffuse large B-cell lymphoma,1820,,,9,,U
7,p,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,24,,U
7,p,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,24,,U
8,q,12,t,Adenoma,3003,Salivary gland,210.0,77,PLAG1+,B
9,p,12,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,11,,U
9,p,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,34,,U
9,q,12,del,"Acute myeloid leukemia, NOS",1101,,,22,,U
9,q,12,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,12,,U
9,p,12,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,18,,U
10,p,12,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,"MLLT10::EED,MLLT10::PICALM,PICALM::MLLT10,PICALM+",B
10,p,12,der,Acute monoblastic leukemia (FAB type M5),1108,,,8,,U
12,p,12,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,RUNX1::ARHGDIB,B
12,p,12,add,"Acute myeloid leukemia, NOS",1101,,,20,,U
12,p,12,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,32,,U
12,p,12,add,Multiple myeloma,1702,,,11,,U
12,p,12,del,"Acute myeloid leukemia, NOS",1101,,,28,,U
12,p,12,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,13,,U
12,p,12,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,12,,U
12,p,12,del,Refractory anemia with excess of blasts (FAB),1509,,,8,,U
12,p,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,136,,U
12,p,12,del,Multiple myeloma,1702,,,15,,U
12,p,12,del,Diffuse large B-cell lymphoma,1820,,,10,,U
12,p,12,del,Adenocarcinoma,3111,Breast,401.0,8,,U
12,p,12,del,"Acute myeloid leukemia, NOS",1101,,,19,,U
12,p,12,del,"Acute myeloid leukemia, NOS",1101,,,23,,U
12,p,12,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
12,p,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,52,,U
13,q,12,t,"Chronic myeloproliferative disorder, NOS",1401,,,10,ZMYM2::FGFR1,B
13,q,12,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,"FGFR1::ZMYM2,FGFR1+,ZMYM2::FGFR1",B
13,q,12,del,"Acute myeloid leukemia, NOS",1101,,,23,,U
13,q,12,del,Acute megakaryoblastic leukemia (FAB type M7),1113,,,14,,U
13,q,12,del,Idiopathic myelofibrosis,1403,,,13,,U
13,q,12,del,"Myelodysplastic syndrome, NOS",1501,,,24,,U
13,q,12,del,Refractory anemia,1505,,,10,,U
13,q,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,29,,U
13,q,12,del,Multiple myeloma,1702,,,17,,U
13,q,12,del,Chronic lymphocytic leukemia,1802,,,88,,U
13,q,12,del,Follicular lymphoma,1810,,,10,,U
13,q,12,del,Diffuse large B-cell lymphoma,1820,,,17,,U
13,q,12,del,Multiple myeloma,1702,,,9,,U
13,q,12,del,Chronic lymphocytic leukemia,1802,,,8,,U
13,q,12,del,"Acute myeloid leukemia, NOS",1101,,,20,,U
13,q,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,21,,U
13,q,12,del,Multiple myeloma,1702,,,14,,U
13,q,12,del,Chronic lymphocytic leukemia,1802,,,12,,U
15,q,12,t,Acute promyelocytic leukemia (FAB type M3),1106,,,8,,B
17,q,12,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,"ING4::C17ORF50,SYNRG::ZNF384,TAF15::ZNF384,ZNF384::TAF15",B
17,q,12,t,"Acute myeloid leukemia, NOS",1101,,,12,,B
17,q,12,t,Acute promyelocytic leukemia (FAB type M3),1106,,,267,,B
17,p,12,add,"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,12,add,Multiple myeloma,1702,,,9,,U
17,p,12,del,"Acute myeloid leukemia, NOS",1101,,,13,,U
17,p,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
17,p,12,del,Multiple myeloma,1702,,,13,,U
17,p,12,del,Chronic lymphocytic leukemia,1802,,,22,,U
17,p,12,del,Adenocarcinoma,3111,Large intestine,227.0,12,,U
17,q,12,der,Acute promyelocytic leukemia (FAB type M3),1106,,,15,,U
17,q,12,ider,Acute promyelocytic leukemia (FAB type M3),1106,,,13,,U
20,q,12,del,"Acute myeloid leukemia, NOS",1101,,,20,,U
20,q,12,del,Polycythemia vera,1402,,,14,,U
20,q,12,del,"Myelodysplastic syndrome, NOS",1501,,,32,,U
20,q,12,del,Refractory anemia,1505,,,17,,U
20,q,12,del,Refractory anemia with excess of blasts (FAB),1509,,,10,,U
20,q,12,del,Refractory cytopenia with multilineage dysplasia,1515,,,9,,U
20,q,12,del,Refractory anemia with excess blasts-1,1519,,,8,,U
20,q,12,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,13,,U
20,q,12,del,Multiple myeloma,1702,,,16,,U
20,q,12,del,"Acute myeloid leukemia, NOS",1101,,,8,,U
22,q,12,t,"Chondrosarcoma, myxoid",8625,Soft tissue,902.0,13,,B
22,q,12,t,Ewing sarcoma,8740,Skeleton,901.0,236,"EWSR1::FLI1,EWSR1+",B
22,q,12,t,Ewing sarcoma,8740,Soft tissue,902.0,27,"EWSR1::FLI1,EWSR1+",B
22,q,12,t,Clear cell sarcoma,8531,Soft tissue,902.0,10,EWSR1::ATF1,B
22,q,12,del,Ewing sarcoma,8740,Skeleton,901.0,9,,U
1,p,13,t,Multiple myeloma,1702,,,8,,B
1,p,13,t,Acute megakaryoblastic leukemia (FAB type M7),1113,,,65,RBM15::MRTFA,B
1,p,13,add,"Acute myeloid leukemia, NOS",1101,,,14,,U
1,p,13,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
1,p,13,add,Multiple myeloma,1702,,,36,,U
1,p,13,add,Diffuse large B-cell lymphoma,1820,,,10,,U
1,p,13,add,Adenocarcinoma,3111,Breast,401.0,8,,U
1,p,13,del,"Acute myeloid leukemia, NOS",1101,,,8,,U
1,p,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
1,p,13,del,Multiple myeloma,1702,,,32,,U
1,p,13,del,Diffuse large B-cell lymphoma,1820,,,15,,U
1,p,13,del,Adenocarcinoma,3111,Breast,401.0,23,,U
1,p,13,del,Meningioma,8804,Brain,801.0,13,,U
1,p,13,del,Multiple myeloma,1702,,,14,,U
1,p,13,del,Multiple myeloma,1702,,,10,,U
1,p,13,del,Multiple myeloma,1702,,,15,,U
1,p,13,der,Acute megakaryoblastic leukemia (FAB type M7),1113,,,15,,U
2,p,13,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,9,BCR::ABL1,B
2,p,13,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,IGH+,B
2,p,13,t,Chronic lymphocytic leukemia,1802,,,17,IGH+,B
2,p,13,add,"Acute myeloid leukemia, NOS",1101,,,8,,U
2,p,13,add,Diffuse large B-cell lymphoma,1820,,,8,,U
3,p,13,add,"Acute myeloid leukemia, NOS",1101,,,8,,U
3,p,13,add,"Myelodysplastic syndrome, NOS",1501,,,8,,U
3,p,13,add,Diffuse large B-cell lymphoma,1820,,,9,,U
3,p,13,add,Adenocarcinoma,3111,Kidney,301.0,23,,U
3,p,13,add,Adenocarcinoma,3111,Breast,401.0,8,,U
3,p,13,del,"Acute myeloid leukemia, NOS",1101,,,10,,U
3,p,13,del,Adenocarcinoma,3111,Lung,107.0,8,,U
3,p,13,del,Adenocarcinoma,3111,Kidney,301.0,24,,U
3,p,13,del,Adenocarcinoma,3111,Breast,401.0,12,,U
3,p,13,del,Squamous cell carcinoma,3121,Lung,107.0,12,,U
3,p,13,del,Adenocarcinoma,3111,Breast,401.0,9,,U
3,q,13,del,Adenocarcinoma,3111,Breast,401.0,9,,U
3,p,13,der,Adenocarcinoma,3111,Kidney,301.0,9,,U
3,p,13,der,Adenocarcinoma,3111,Kidney,301.0,44,,U
5,q,13,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,11,"BCR::ABL1,BCR+",B
5,q,13,add,"Acute myeloid leukemia, NOS",1101,,,38,,U
5,q,13,add,"Myelodysplastic syndrome, NOS",1501,,,18,,U
5,q,13,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
5,p,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
5,q,13,del,"Acute myeloid leukemia, NOS",1101,,,26,ARHGAP26+,U
5,q,13,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,9,CSF2+,U
5,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
5,q,13,del,"Acute myeloid leukemia, NOS",1101,,,56,ARHGAP26+,U
5,q,13,del,Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,10,,U
5,q,13,del,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,12,,U
5,q,13,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,15,CSF2+,U
5,q,13,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,18,,U
5,q,13,del,"Myelodysplastic syndrome, NOS",1501,,,26,,U
5,q,13,del,Refractory anemia,1505,,,14,,U
5,q,13,del,Refractory anemia with excess of blasts (FAB),1509,,,12,,U
5,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,11,,U
5,q,13,del,"Acute myeloid leukemia, NOS",1101,,,225,,U
5,q,13,del,Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,14,,U
5,q,13,del,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,43,,U
5,q,13,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,48,,U
5,q,13,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,22,,U
5,q,13,del,Acute monoblastic leukemia (FAB type M5),1108,,,9,,U
5,q,13,del,Acute erythroleukemia (FAB type M6),1112,,,30,,U
5,q,13,del,"Myelodysplastic syndrome, NOS",1501,,,112,,U
5,q,13,del,Refractory anemia,1505,,,126,,U
5,q,13,del,Refractory anemia with ringed sideroblasts,1507,,,13,,U
5,q,13,del,Refractory anemia with excess of blasts (FAB),1509,,,68,,U
5,q,13,del,Refractory anemia with excess blasts-1,1519,,,10,,U
5,q,13,del,Refractory anemia with excess blasts-2,1521,,,25,,U
5,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
5,q,13,del,"Acute myeloid leukemia, NOS",1101,,,35,,U
5,q,13,del,Refractory anemia,1505,,,8,,U
5,q,13,del,"Acute myeloid leukemia, NOS",1101,,,16,,U
5,q,13,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,8,,U
5,q,13,del,Refractory anemia with excess of blasts (FAB),1509,,,8,,U
6,q,13,add,"Acute myeloid leukemia, NOS",1101,,,9,,U
6,q,13,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
6,q,13,add,Follicular lymphoma,1810,,,8,,U
6,q,13,add,Diffuse large B-cell lymphoma,1820,,,12,,U
6,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,12,,U
6,q,13,del,Multiple myeloma,1702,,,12,,U
6,q,13,del,"Mature B-cell neoplasm, NOS",1801,,,10,,U
6,q,13,del,Follicular lymphoma,1810,,,31,,U
6,q,13,del,Diffuse large B-cell lymphoma,1820,,,22,,U
6,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,49,,U
6,q,13,del,Chronic lymphocytic leukemia,1802,,,9,,U
6,q,13,del,Follicular lymphoma,1810,,,8,,U
6,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,30,,U
6,q,13,del,Multiple myeloma,1702,,,10,,U
6,q,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,13,,U
7,p,13,add,"Acute myeloid leukemia, NOS",1101,,,9,,U
7,p,13,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,14,,U
9,q,13,inv,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,15,,B
9,p,13,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,"PAX5::AUTS2,PAX5::ELN",B
9,p,13,t,"Mature B-cell neoplasm, NOS",1801,,,9,,B
